:Device: HC-V1
:Location: 1234
:User: 1234
:Mechanism: TRIPOD
Timestamp,PacketNumber,Force1,Force2,Angle1,Angle2,Angle3,Angle4,Distance1,Distance2,Button1,Button2,Button3,Button4,Button5,Button6,Button7
1.315,118,1.89,-1.11,0.00,1.85,16.79,-1.14,2.49,2.45,1,1,1,1,1,1,1
1.348,119,1.89,-1.11,0.00,1.85,16.79,-1.14,2.43,2.33,1,1,1,1,1,1,1
1.348,120,1.89,-1.11,0.00,1.85,16.79,-1.14,2.49,2.45,1,1,1,1,1,1,1
1.365,121,1.89,-1.11,0.00,1.85,16.79,-1.14,2.49,2.46,1,1,1,1,1,1,1
1.381,122,1.89,-1.11,0.00,1.85,16.79,-1.14,2.43,2.41,1,1,1,1,1,1,1
1.382,123,1.89,-1.11,0.00,1.85,16.79,-1.14,2.45,2.45,1,1,1,1,1,1,1
1.382,124,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.44,1,1,1,1,1,1,1
1.398,125,1.89,-1.11,0.00,1.85,16.79,-1.14,2.34,2.36,1,1,1,1,1,1,1
1.415,126,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.42,1,1,1,1,1,1,1
1.415,127,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.45,1,1,1,1,1,1,1
1.465,128,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.46,1,1,1,1,1,1,1
1.465,129,1.89,-1.11,0.00,1.85,16.79,-1.14,2.49,2.43,1,1,1,1,1,1,1
1.481,130,1.89,-1.11,0.00,1.85,16.79,-1.14,2.49,2.45,1,1,1,1,1,1,1
1.498,131,1.89,-1.11,0.00,1.85,16.79,-1.14,2.35,2.39,1,1,1,1,1,1,1
1.498,132,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.40,1,1,1,1,1,1,1
1.515,133,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.44,1,1,1,1,1,1,1
1.515,134,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.46,1,1,1,1,1,1,1
1.531,135,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.44,1,1,1,1,1,1,1
1.531,136,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.43,1,1,1,1,1,1,1
1.531,137,1.89,-1.11,0.00,1.85,16.79,-1.14,2.38,2.37,1,1,1,1,1,1,1
1.548,138,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.45,1,1,1,1,1,1,1
1.548,139,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.44,1,1,1,1,1,1,1
1.565,140,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.44,1,1,1,1,1,1,1
